Emprestimo_pessoal,Emprestimo_consignado,Emprestimo_limite_especial,Emprestimo_educacao,Emprestimo_viagem,InvestimentoCDB,InvestimentoFundos,InvestimentoFundos_cambiais,InvestimentoFundos_commodities,InvestimentoLCI,InvestimentoLCA,InvestimentoPoupanca,InvestimentoFundosMultimercado,InvestimentoTesouroDireto,Idade,Renda,Regiao,Genero,seguroauto,segurovidaEmp,segurovidaPF,SeguroResidencial,AGE_RANGE,INCOME_RANGE,tipo_financiamiento
0,0,0,0,0,1,1,0,1,0,1,0,0,1,-1.2763108248913286,-0.0829781275468816,3,0.0,0,0,0,0,2,3,1
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0.6838752329492621,-0.08297304642632058,2,1.0,0,0,0,0,1,3,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.394968779745281,-0.08263896274950236,2,1.0,1,1,1,1,8,3,3
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.40551814252190566,-0.08246112352990399,4,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5391345327799385,-0.08239887980304432,4,1.0,0,0,0,1,1,3,3
1,0,0,0,1,1,1,0,0,1,0,1,1,0,0.8046349563899104,-0.08225914898764428,0,0.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1.1326016729426749,-0.08220198638134447,0,1.0,0,0,0,0,8,3,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.48131053556494946,-0.08130008748194893,4,1.0,0,0,0,0,4,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6846220537273673,-0.08103205837241112,2,0.0,0,0,0,1,1,3,3
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.9869601208833993,-0.08058619004327262,4,0.0,0,0,1,1,0,3,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0872262587191133,-0.08048329735193296,0,1.0,0,0,1,1,8,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,1,0.2961061069782053,-0.07963983133897748,0,0.0,0,0,0,0,6,3,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.1725726332961013,-0.07957504705183847,4,1.0,0,0,0,0,3,3,3
0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.2962631251722216,-0.07930574766215925,4,0.0,0,0,0,0,8,3,3
0,0,0,0,0,1,0,0,0,1,0,1,0,0,-0.147300563383109,-0.07925874729697915,4,0.0,0,1,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1647970207609317,-0.07914061124395994,2,0.0,1,1,1,1,0,3,1
1,1,1,0,0,0,1,0,0,0,0,1,1,0,0.3376013836162957,-0.07912409760214012,4,0.0,1,1,1,1,2,3,0
1,1,0,1,1,1,1,1,1,1,0,1,0,0,1.704404985532187,-0.07888401465568093,4,0.0,0,0,0,1,8,3,1
0,0,0,0,0,0,0,0,1,0,1,1,0,1,1.761058740778887,-0.0784406868868241,2,0.0,0,0,0,0,6,3,3
0,0,0,0,0,0,1,1,0,1,0,1,1,0,-1.0659551776076188,-0.07835430783730427,4,1.0,0,0,0,1,7,3,1
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.49435190822263486,-0.07814090077378576,4,1.0,1,1,1,1,7,3,3
0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.6443970406598301,-0.07719327178935036,1,1.0,0,0,0,1,5,3,3
0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.0822145513107073,-0.0771881906687905,4,0.0,1,1,1,1,6,3,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.567809309578635,-0.07694048604149095,2,0.0,0,1,0,0,7,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5432508805479281,-0.076782971304132,0,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.3898723880988382,-0.07642602258479385,1,0.0,0,0,0,0,3,3,3
1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.36756426651713825,-0.07525101345529948,0,1.0,0,0,0,0,2,3,2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.4310289277847814,-0.07519512112913992,2,0.0,1,1,1,1,1,3,3
1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.45861515977105477,-0.07503252527122112,4,0.0,0,0,0,0,3,3,1
0,0,0,0,1,1,1,1,1,1,1,1,0,1,0.7879521614966375,-0.07460444086404269,4,1.0,0,0,0,0,2,3,3
1,1,1,1,1,1,1,1,0,0,0,0,1,0,0.7021670283652369,-0.07453203489606332,0,1.0,1,1,1,1,5,3,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.13815466567512127,-0.07436816875800425,4,0.0,0,1,0,1,6,3,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9485134768146376,-0.07386132698214636,4,0.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1170351105081089,-0.07372286644688772,2,0.0,0,1,0,0,3,3,3
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.31812400886780434,-0.07349929714224834,2,1.0,0,0,0,0,4,3,3
0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.9092046530012796,-0.07318045682710968,4,0.0,1,1,1,1,0,3,3
1,0,0,0,0,0,0,0,1,1,0,0,0,0,-0.31861677693179813,-0.07315378094417015,0,1.0,0,1,0,0,6,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7536397077274574,-0.0723090446510744,0,1.0,0,0,0,1,1,3,3
0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.6375376173788396,-0.07108957571668045,0,0.0,0,0,0,0,1,3,3
0,0,0,0,1,1,0,0,0,0,0,1,0,0,-0.9640800392492038,-0.07037186743758454,4,1.0,1,1,1,1,6,3,3
0,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.5256697389320683,-0.07033121847310456,3,0.0,1,1,1,1,6,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4827348302473496,-0.06975070044912703,4,1.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6528808018277493,-0.06974053820800731,4,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1.1057721068491988,-0.06970242980380782,3,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1661851484653421,-0.0690164785282113,2,0.0,0,0,0,0,4,3,3
1,0,0,0,1,1,0,0,0,0,1,1,0,0,-0.6121323459677638,-0.06871415185489245,2,1.0,0,0,0,1,3,3,3
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.8136961698598608,-0.06834195977387357,0,1.0,1,0,1,0,1,3,3
0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.9053091780515813,-0.06811584990895485,3,1.0,1,0,0,1,1,3,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.24368656363335173,-0.06808028206503587,0,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,0,1,0,1,0,0,1,-0.39508664387913756,-0.06807774150475536,1,1.0,0,0,0,0,6,3,1
1,1,1,1,1,1,1,0,0,0,1,0,0,0,1.4652566973159247,-0.06804598450125598,4,0.0,0,1,0,0,4,3,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0075230533621438,-0.06747054759783831,0,1.0,0,0,0,0,0,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5739065747172933,-0.06717965344577942,4,0.0,0,0,0,0,2,3,3
0,0,0,1,1,1,1,1,1,1,0,1,0,0,-1.171810475153769,-0.06709327439626074,4,1.0,0,1,0,0,3,3,3
0,0,0,0,0,1,0,1,0,0,0,1,0,0,2.0538968359105567,-0.06703103066940108,4,1.0,0,0,1,0,7,3,3
1,0,0,0,0,1,1,1,1,1,1,1,0,1,-0.06414064163085348,-0.06700562506660065,4,1.0,1,1,1,1,4,3,3
0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.0664271160578504,-0.06674521763790205,4,0.0,0,0,0,0,4,3,3
1,0,0,0,0,0,0,0,0,0,0,1,1,0,-0.40609559482393676,-0.06659913542180304,4,0.0,1,1,1,1,1,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5042446267087272,-0.06647464796808372,4,0.0,0,0,0,1,0,3,3
0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.9146244442356425,-0.06516244858346983,4,1.0,0,0,0,0,5,3,3
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9037155148931071,-0.06427706332589408,4,0.0,1,1,1,1,4,3,3
0,0,0,0,1,1,1,1,1,0,0,1,0,1,-1.2046679595120942,-0.06415638671259552,1,1.0,0,0,0,0,0,3,3
0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.939706316058798,-0.0636711396991173,0,0.0,0,0,0,0,6,3,3
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.3495780281574918,-0.06250121169018277,0,0.0,0,0,0,1,6,3,3
1,1,0,0,0,1,0,1,1,0,0,0,0,1,0.5074779651183575,-0.061567555787287856,2,0.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.5372868169073538,-0.061544690744767934,4,1.0,0,0,0,1,3,3,3
0,0,0,1,1,1,1,1,1,1,0,0,1,0,-1.449744144390941,-0.06145069001440889,4,0.0,1,0,0,0,1,3,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.0452075392885731,-0.060924794036450666,4,0.0,0,0,0,0,1,3,2
0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.344327605399203,-0.0605576830759928,4,0.0,0,1,0,0,4,3,3
0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.4985014358864439,-0.05968754118009779,4,1.0,0,1,0,0,5,3,3
0,0,1,1,1,0,1,1,1,0,0,0,0,0,-0.4692700363994794,-0.05930391657781896,4,1.0,1,1,1,1,7,3,1
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1.3411096043537996,-0.05913750987948054,2,0.0,1,1,1,1,5,3,0
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.4125831012569603,-0.05895840037974076,4,1.0,0,0,0,1,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5973487712892926,-0.05885042656784126,2,0.0,1,0,0,1,8,3,3
1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.14994111212648056,-0.058747533876501605,4,1.0,1,1,1,1,1,3,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.8181690971115905,-0.05859510025970251,1,0.0,0,1,0,0,8,3,3
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.9153172555041652,-0.05782404021472639,4,1.0,0,1,0,0,1,3,3
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.3604661278862644,-0.05721811658794959,3,0.0,0,0,0,0,8,3,1
1,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.8468770538061063,-0.05677605909923185,0,0.0,1,1,1,1,0,3,3
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.032738126683383044,-0.05649532718829267,2,1.0,0,1,0,0,3,3,3
0,0,0,0,0,1,1,0,0,0,0,0,0,1,-1.1206611953794692,-0.05631113656799419,0,0.0,1,0,0,0,4,3,3
0,0,0,0,0,1,0,1,0,0,1,1,0,0,-1.2080553290335707,-0.0562742984439338,4,1.0,0,0,0,1,2,3,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.9816943607608831,-0.05554134680315832,2,1.0,0,1,0,0,5,3,3
0,1,0,0,1,1,0,0,0,0,0,0,0,1,-0.401014540541722,-0.054897314772180884,0,0.0,0,0,0,0,8,3,0
0,0,0,1,1,1,1,1,1,1,0,0,0,1,-1.0765407073622337,-0.05465342098530209,4,1.0,0,1,0,0,4,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.286452103841996,-0.05450098736850299,4,1.0,0,0,0,1,3,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,2.2391012644973007,-0.054335850950303674,0,1.0,1,1,1,1,6,3,3
0,0,0,0,0,1,1,1,0,1,0,1,0,0,0.8081916943874612,-0.053710873121426556,2,0.0,1,1,1,1,4,3,3
0,0,0,0,0,1,1,0,0,0,0,0,1,0,-0.23892890893905666,-0.053698170320027494,4,0.0,0,0,0,0,2,3,3
0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1.4065551829921115,-0.05346824961468802,3,0.0,0,0,0,0,3,3,0
0,0,0,0,0,1,0,0,1,0,1,0,0,0,-0.11850792245055586,-0.053352654121949304,1,1.0,1,1,1,1,2,3,2
0,0,0,0,1,1,0,0,0,0,1,1,0,0,0.38409303029856484,-0.05290551551267171,0,0.0,0,0,0,0,3,3,3
0,0,0,0,1,0,0,0,0,1,1,0,0,1,1.6977996149653076,-0.051741938904437304,2,0.0,0,0,0,0,1,3,3
1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.48053304005839,-0.05144850419209791,3,1.0,0,0,0,1,5,3,3
0,1,0,0,0,1,1,1,1,1,1,1,0,1,1.2339840432370957,-0.05120969152578013,0,0.0,1,1,1,1,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8141195910500456,-0.05118555620311995,4,1.0,1,1,1,1,0,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536509321400794,-0.05074095815412171,0,1.0,0,0,0,0,1,3,3
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0015743270857968505,-0.050701579469781974,4,1.0,0,0,0,0,1,3,3
0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.5128824189884933,-0.04996100614816614,3,0.0,0,0,0,0,5,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.48520601051464773,-0.049940681665925565,4,1.0,1,1,1,1,6,3,1
0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.08581980656830505,-0.049889870460325864,3,0.0,0,0,0,0,5,3,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8665237970306717,-0.04968281479750746,1,0.0,1,1,0,0,7,3,1
0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.893553406328677,-0.04968154451736721,4,1.0,0,0,0,0,2,3,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.1216080593621027,-0.049676463396807355,2,1.0,0,0,0,0,1,3,3
0,0,1,1,1,0,1,1,0,0,0,0,0,0,-0.005285096195193942,-0.04950878641832754,4,0.0,1,1,1,1,2,3,3
0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.33750136201403186,-0.04878599701867177,0,1.0,0,1,0,0,3,3,3
0,0,0,0,1,0,1,1,1,1,1,1,1,1,-0.708333640377705,-0.04860053611823304,0,1.0,1,1,1,1,5,3,3
0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.5777867123027642,-0.04829312832435433,0,1.0,0,0,0,0,2,3,3
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.38561734658322944,-0.048249938799593835,4,1.0,0,0,0,0,3,3,3
0,0,0,1,1,1,1,1,1,1,0,1,0,0,0.19185980995475643,-0.04777612430737672,3,0.0,0,1,0,0,4,3,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6009693639111173,-0.04681833308182162,0,1.0,0,0,0,1,6,3,3
0,0,0,0,0,0,1,0,0,0,0,0,1,1,-1.5172374821063663,-0.04673576487272139,4,0.0,0,0,0,0,4,3,0
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.15883295712035753,-0.046425816518563326,4,0.0,0,0,0,1,4,3,3
1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.2572207043550315,-0.04600916463264602,4,1.0,0,0,0,0,6,3,1
0,0,1,0,0,1,1,1,1,1,1,1,1,0,1.5335121931736821,-0.04599138071068595,4,1.0,0,0,0,0,3,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.595380204200681,-0.04552899873972764,4,1.0,1,0,0,1,5,3,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.46098631843608845,-0.04520888814444987,4,1.0,0,0,0,1,0,3,2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.7209515918452059,-0.045011994722750026,3,0.0,1,1,1,1,3,3,3
0,0,0,0,0,1,0,1,0,1,0,1,0,1,-0.5835090735112847,-0.04486337194637168,2,1.0,0,0,0,0,2,3,3
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.4415089436875971,-0.044716019450132434,0,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,1,0,0,0,1,0,1,1.5597643069651275,-0.04471093832957258,3,0.0,0,0,0,1,4,3,3
0,0,0,0,0,1,0,1,0,1,1,0,0,0,-0.4799402503921311,-0.04449245014549306,0,1.0,0,1,0,1,5,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1004216624886451,-0.04445307146115332,1,1.0,1,0,0,0,4,3,3
0,0,0,0,0,0,1,0,0,0,0,1,1,1,-1.6960059086023047,-0.04442385501793329,1,1.0,0,0,0,0,5,3,3
0,0,0,0,0,0,1,1,1,0,0,1,0,1,-0.5520912211995871,-0.04417742067077515,4,1.0,0,0,0,0,7,3,3
0,1,0,0,1,1,0,0,0,0,0,0,0,1,-0.18481568083346445,-0.044125339185035195,4,0.0,0,0,0,0,1,3,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11960881754503627,-0.044101203862375024,4,1.0,0,1,0,0,0,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.571922670264454,-0.043731552341636656,4,0.0,0,1,0,1,2,3,3
0,0,1,0,0,1,0,1,1,0,1,0,0,1,-1.5262986955763167,-0.04358165928511806,0,1.0,0,0,0,0,8,3,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0139590554529496,-0.04331108961529859,0,0.0,1,0,0,0,3,3,3
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.09210177754726412,-0.04310022311206058,2,1.0,0,0,0,1,4,3,1
0,0,0,0,0,0,1,0,0,0,0,1,1,1,0.39865871924091545,-0.04304941190646088,4,1.0,0,0,0,0,6,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.3166690394569493,-0.04299987098100028,4,1.0,0,0,0,0,0,3,1
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.9927879959437197,-0.04280424783944184,4,1.0,0,1,0,0,1,3,3
0,0,0,1,1,1,1,1,1,1,1,0,0,0,1.5286851916055781,-0.04249556976542288,4,1.0,0,0,0,0,4,3,3
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.3448842280874707,-0.04180072652884689,4,1.0,0,0,0,0,6,3,2
1,1,1,0,0,0,1,1,0,0,0,1,0,0,0.3752011853046885,-0.04093312519323123,2,1.0,1,1,1,1,6,3,1
0,0,0,0,0,1,1,1,1,1,1,1,0,0,-0.24290906812679167,-0.0409013681897307,0,1.0,1,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.28338813390843964,-0.04065239328229205,2,1.0,0,0,0,0,4,3,3
0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.4838718923198195,-0.04014047038587429,0,1.0,1,0,0,1,1,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5595796011248264,-0.04001344237187562,2,0.0,0,1,1,0,0,3,3
0,0,0,0,1,0,0,1,1,1,1,1,1,1,-1.1068576645794512,-0.03987498183661583,3,1.0,0,1,1,0,6,3,3
0,0,0,0,1,1,1,1,1,1,1,1,0,0,-1.0992360831561283,-0.0395472495604977,4,1.0,0,0,0,1,1,3,3
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.15654648269336058,-0.039346545298378256,0,1.0,0,0,0,0,6,3,3
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.525431023582185,-0.0392931935324992,4,1.0,1,0,0,0,0,3,3
0,0,0,0,0,1,0,0,0,1,1,0,0,0,-1.107111717293562,-0.03910519207177997,2,0.0,0,0,0,0,4,3,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.19931202290200548,-0.03887146052602088,3,0.0,0,1,0,0,3,3,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.932069397271248,-0.038591998895223106,2,1.0,0,0,0,1,6,3,3
0,0,1,0,0,1,0,0,0,1,0,0,0,0,-1.0278472704910047,-0.03802545395278489,4,0.0,0,0,0,0,4,3,3
0,0,0,0,0,1,0,1,0,0,0,1,1,0,-0.2455342795059361,-0.037801884648146676,2,1.0,0,0,0,1,8,3,1
0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.09598191513273525,-0.03771677587876709,4,0.0,0,0,0,0,0,3,3
1,0,0,0,0,1,1,1,1,1,1,1,1,0,-1.1177819312862138,-0.037240420826269466,4,0.0,1,0,0,0,3,3,3
1,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.01561657323569819,-0.03667768672425201,4,1.0,1,1,1,1,7,3,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0836695207215625,-0.035576353842877266,2,1.0,0,1,0,0,5,3,3
0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.6674311534058726,-0.035167323637799154,0,0.0,0,0,1,1,2,3,2
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1297377462136469,-0.034665562982502264,3,1.0,0,0,0,1,1,3,3
0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.8761778001668807,-0.03461475177690256,3,1.0,1,0,0,1,6,3,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.760683836848749,-0.03438991219212409,4,1.0,0,1,0,0,0,3,3
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.0560624591215264,-0.034354344348203954,2,0.0,0,1,0,0,0,3,1
0,1,0,0,0,1,0,1,0,0,0,0,0,1,-1.366753591114759,-0.034250181376724045,4,0.0,1,1,0,0,2,3,3
0,0,0,0,0,0,1,0,0,1,1,0,1,1,-0.8225726774895104,-0.03399231450830595,4,1.0,1,1,1,1,1,3,3
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.15239695502955153,-0.033669663352747674,4,0.0,0,1,0,0,0,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.4209668408226153,-0.03333430939578919,3,1.0,0,0,0,0,1,3,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.220213692332897,-0.033159010736470165,2,1.0,0,0,0,0,4,3,3
0,0,0,0,0,1,0,1,1,1,1,1,1,1,-0.696731899766647,-0.033148848495349305,4,0.0,0,0,0,1,2,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1741484539229834,-0.03290876554889127,2,1.0,1,1,1,1,7,3,3
0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.7565189718207125,-0.03224440903567441,2,0.0,0,1,0,0,1,3,3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0409039805129177,-0.03207292121677499,4,0.0,0,0,0,0,1,3,3
1,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.5241454226474036,-0.031004615619039878,4,0.0,1,1,1,1,2,3,0
0,0,0,0,0,0,0,1,1,0,1,0,1,1,-1.1522484161672402,-0.030894101246861018,3,0.0,1,1,1,1,4,3,2
1,0,0,0,1,1,0,0,0,1,0,1,0,0,-0.6055269754008837,-0.030620991016762196,2,0.0,0,0,0,0,6,3,3
0,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.49018704319459866,-0.030439340956743065,3,1.0,1,0,0,0,1,3,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.8201321719506668,-0.03043425983618321,3,0.0,0,0,0,0,5,3,3
0,0,0,0,1,1,1,1,1,1,1,1,0,0,1.52834645465343,-0.029999824028305835,3,1.0,1,1,1,1,1,3,3
0,0,0,1,1,1,1,1,1,1,0,1,1,0,1.4241001576299817,-0.029727984078347265,3,0.0,1,0,0,0,6,3,3
0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.5540751256524263,-0.028904842547631197,3,1.0,0,0,0,0,0,3,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4856294317048325,-0.02819094510895489,3,1.0,0,0,0,0,2,3,3
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.3731202463317556,-0.027966105524175264,3,0.0,0,1,0,1,3,3,3
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.21379302760631877,-0.027846699191015793,4,1.0,0,1,0,0,0,3,3
1,1,1,0,0,0,0,0,0,0,1,0,0,1,0.25689730476711115,-0.027659968010436808,0,1.0,1,1,1,1,3,3,0
0,0,1,0,1,1,0,1,0,0,1,0,0,0,1.0425129810356195,-0.027637102967916886,4,0.0,0,0,0,0,7,3,3
0,0,0,0,0,0,1,0,0,1,0,1,0,0,-1.0347913780100322,-0.02738558750019889,2,0.0,0,1,0,1,8,3,3
1,1,1,0,0,0,1,0,0,0,1,0,0,1,-1.2620838729011257,-0.027273802847878625,4,0.0,1,1,1,1,5,3,0
0,0,0,0,1,0,0,1,0,1,0,1,1,0,-0.005623833147341435,-0.027074368865900582,3,1.0,0,0,0,1,0,3,1
0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.42743602280924087,-0.02671360930614167,2,1.0,1,1,1,1,4,3,3
1,1,1,1,1,1,1,0,0,0,0,1,0,0,-0.28093229100536865,-0.02652941868584319,4,1.0,1,1,1,1,4,3,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.36842644626173504,-0.026519256444722326,4,1.0,0,0,0,0,3,3,1
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.8542599198795455,-0.02580408872590692,4,1.0,0,0,0,1,5,3,3
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6387385340755841,-0.025731682757926394,3,1.0,0,0,0,0,2,3,1
0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.303473635687417,-0.02562497922616714,4,1.0,0,1,0,1,7,3,3
0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.12706103049228473,-0.025315030872009085,2,1.0,0,0,0,0,4,3,3
1,1,1,0,0,0,1,0,1,0,0,0,0,0,-0.23486406551328434,-0.025003812237710775,0,1.0,1,1,1,1,3,3,0
1,1,1,0,0,1,0,0,0,1,0,0,0,0,-1.2944332518312294,-0.024822162177691648,4,1.0,0,0,1,1,0,3,0
0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.8545139725936562,-0.024612565954592738,4,0.0,0,0,0,0,3,3,3
0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6859770015359582,-0.024599863153192524,2,0.0,0,1,0,0,2,3,3
0,0,0,0,0,1,1,1,1,1,1,1,0,0,1.5755155752399947,-0.02441694281303314,3,0.0,0,0,0,0,0,3,3
1,0,0,0,1,1,0,0,0,0,1,0,0,0,-1.5835452404892745,-0.02384785731031673,2,1.0,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.908288463747101,-0.02337531309823871,3,1.0,0,0,1,0,4,3,3
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0588570389767449,-0.023140311272339373,4,1.0,0,0,0,0,3,3,3
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06178482033004695,-0.022977715414420567,1,0.0,1,1,1,1,0,3,3
1,1,1,1,1,1,1,0,0,0,1,0,1,0,1.1629339675241197,-0.022290493858683782,0,1.0,0,0,0,0,0,3,1
0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.09404951502211355,-0.022073275954744516,4,0.0,1,1,1,1,2,3,2
0,0,0,0,1,1,1,1,0,0,0,1,0,0,-1.1103297183389649,-0.021707435274426905,3,1.0,0,1,0,0,2,3,3
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.28797642012666064,-0.0203939656096739,0,0.0,0,0,0,0,2,3,1
